question,engaging
where are the people going can anyone get a horse drawn ride?,1
how do you feel when you are sad-ridden by death?,1
what kind of horses were used in the funeral procession?,1
what is your favorite thing to do when taking picture?,1
does this appear to be a wild and highly fertile region?,1
what is that odd green structure in the second photo?,1
what is the name of the park that the roperate is at?,1
when was the last time you saw a waterfall?,1
who are the two soccer teams that are competing against each other?,1
does the sky suggest fair or inclement weather headed towards the sporting event?,1
when was the last time you played sports?,1
what was the score at the end of the game?,1
its never to late to join a soccer game come watch us play. dm me for detail?,1
did you use online carving stencils?  where did you get your pumpkins?  do you have a great recipe for pumpkin pie?,1
what do you do with your other when you have the time?,1
do you decorate for halloween or any other holidays?,1
did you carve all of those pumpkins by yourself?,1
when exactly is this pumpkin event taking place?,1
when did you last go swimming and where?,1
how many of you participated in a running race last year?,1
how long is the iron man race for?,1
what are people depicted here competing in with each other?,1
have you ever ran in a race before?,1
where is your favorite diner and why is it your favorite diner to eat at?,1
can you tell how old this diner is?,1
do you prefer. small diners or big chain restaurants?,1
when was the last time you drank coffee?,1
what do you want to eat in the diner above here?,1
anything else missing to make sides for thanksgiving?,1
have you ever shopped at an outside market for food?,1
should i get the pumpkin or the eggplant for dinner tonight?,1
what do we think we can do with these images?,1
how are the organic produce looking?,1
do you take walks in nature during the fall season and what do you like best about it?,1
where do you wish the bridge would take you?,1
what is your favorite part of fall and why?,1
"based on the leaves on the ground, can you tell what type of tree they belonged to?",1
what time of year are trees here shown?,1
have you even been to a real castle?,1
where was the last place you visited and took tourist photos?,1
what types of things would you do if you were in this city?,1
does anyone know where the castle is located at?,1
what is the coolest building that you have seen and why?,1
what type of flowers did you encounter?  did you go on a hike?,1
how are you interested in a animal photoshoo?,1
which is your favorite season of the year?,1
what the squirrel is eating in garden?,1
what do you think the most beautiful flower is?,1
what other car than my civic could attract the ladies and bring me across the country so easily?,1
what type of honda is the car?,1
how much did the woman's car cost?,1
what type of car is in the picture?,1
what type of car would you want to buy next time?,1
what kind of bird of prey is your favorite?,1
what was the coolest bird that you saw?,1
"which bird would you let land on your arm; an owl, a vulture, an eagle?",1
have you ever gotten to see an owl up close?,1
what is the coolest bird that you have seen?,1
what was the occasion for all the food and decorations of the altar?,1
do you like to spend time with family?,1
what kind of food do you think this is?,1
is the food there for a special event?,1
do you enjoy baking or cooking for your family?,1
what is your favorite hobby and why?,1
can anyone tell what dell model these computers are?,1
what is the reason all of these computers are being set up?,1
do you prefer a laptop computer or do you prefer a desktop computer?,1
what do you like to do if you worked at hom?,1
what is the topic of the speech she is giving?,1
what were some of the highlights of the woman's presentation?,1
what was the last speaker that you sent too?,1
what topic do you think this presentation will be on?,1
when was the last time you spoke in public?,1
when was the last time your ordered food?,1
do you buy homemade items from vendors?,1
what city is the food court located in?,1
where do people buy baked items and other snacks for their needs?,1
"if you had cash, would you be welcome to take any items displayed home?",1
did you have a pool party this fourth of july?,1
does this fourth of july pool party look like fun for the kids?,1
who's birthday do you think it is in these photos?,1
did they see enough sunlight that day?,1
would you want to go swimming on the 4th of july or do something else?,1
what festivals are held in your area?,1
how do you like to go for an open market?,1
does anyone know what festival this was?,1
does your town have a local flea market?,1
what would you buy in this festival?,1
do you usually wear a jacket to ride your bike?,1
is there a bike race that is happening?,1
do you use bicycles for transportation on your commute and where is that at?,1
how did the bikes all get to this location?,1
have you ever ridden a bike to work before?,1
why is there such a lonely cat in this place?,1
have you ever gone out on a boat?,1
do you like to spend time with friends?,1
"have you ever been boating and if so, when?",1
what else could compare to biking across the country?,1
did the man feel in awe of the mountain?,1
what is the park that the person is visiting?,1
can anyone tell me what the man is watching from the clubhouse?,1
what kind of food were they serving at the restaurant?,1
what would you do if you had the chance to go to this mountain?,1
have you ever been to a racecar car if so how was i?,1
when was the last time that you watched a car race?,1
do you go seeing race car events and where is your favorite track?,1
what is the name of the vehicle used for racing in four wheels?,1
have you ever been to a nascar race?,1
how beautiful is the walk near the famed wall?,1
do you miss your loved ones?,1
in what city is this memorial wall?,1
what is the most memorable thing you have seen?,1
what color paint would you make your handprint on the wall?,1
what did you wear to the last silly party you attended?,1
whose costume was the most outrageous and wild?,1
did they have fun at this party or not?,1
when was the last time that you wore a costume?,1
what kind of party are they throwing is it halloween?,1
how long did it take the hatchlings to become egg-producing chickens?,1
have you ever held a chicken in your hands?,1
have you ever been to a farm?,1
does this make you want pet chickens of your own?,1
how cute is this kid playing with chickens?,1
do you like buying food at outside markets?,1
what kind of sandwich do you think that is?,1
has anyone ever been to this new market yet?,1
how proud will you be if you support the local vendors?,1
what would you do first when visiting the city; check out a market or dig into some sandwiches or shrimp?,1
what do you think they are celebrating?,1
have you ever taken your kids to the waterpark?,1
did the kids go to the water park after or during school?,1
are the kids shown in a class learning situation or celebrating?,1
did you do to a water park with water slides this past summer?,1
what holiday is the reason for these fireworks being set off?,1
what event were these fireworks being shot off at?,1
when was the last time you saw a fireworks show?,1
what was the cost of setting off all of those fireworks?,1
where would you go on a july 4th holiday vacation?,1
do you know any computer programming languages?,1
who would like to give me the best step by step procedure of how to bake?,1
what brand of car does the dealership sell?,1
who made the cupcakes and who brought the games?,1
do you prefer indoor dining or outdoor dining?,1
did the graffiti also melt away with the snow?,1
what color lettering is on the foam in the pictures?,1
why was this graffiti written on the snow?,1
what was the last think that you did in the snow?,1
what type of sport might take place near here?,1
what sport do you like to play?,1
does anyone know what baseball teams these are?,1
does anyone know where this baseball field is located?,1
how many of you played this game in your school days?,1
who ended up winning out of the two teams?,1
what would you name the teams mascot if you could do so?,1
do you go to your community or school baseball games and where was it being held?,1
who do you think won this game?,1
have you ever had the experience of watching a professional baseball game?,1
what is run when someone scores in the game shown here?,1
after this outdoor party where should they take the part to next?,1
have you ever attend a visit in a parking lot?,1
what do you think this event is for?,1
why does the party look like it's in the middle of a parking lot?,1
what was the coolest outside party you went to?,1
how many bottles of champagne do you think we had?,1
have you ever met friends at a bar to celebrate christmas and what bar would that be?,1
what do you think is in the cups?,1
where is your favorite bar to party with friends?,1
what was the last party you attended like?,1
what garment do you like to party in?,1
does anyone recognize this event and the band playing on stage?,1
who remembers their wild partying days?,1
what was the most memorable party you attended?,1
who is ready to party and do the limbo?,1
have you ever been in the military?,1
how effective will the training be?,1
what kind of instruction do they regularly give to the soldiers?,1
have you ever been an extra in a movie?,1
why are there soldiers in this place to listen to the person speak from the folder?,1
did you attend the homecoming football game when you were in school?,1
"who would you like to talk to at a crowning ceremony; the parents of a contestant, students, or the winners?",1
how about watching the game at night?,1
have you ever seen this type of event in your life time?,1
are they celebrating homecoming or a football game?,1
how do you feel about attending the party?,1
what is the classiest place you have held a party?,1
what type of food would you like to see at a dinner party?,1
when did you have a fun-filled party?,1
do you like to spend time with friends?,1
how long did the woman dance for before her bangs got that sweaty?,1
when was the last time you wore makeup?,1
how do you like the goth look?,1
what do you think about black lipstick for costumes?,1
do you like taking selfies and then posting them on social media and which websites do you do that on?,1
during which time of the year or on which holiday might people wear what they wear here?,1
when was the last time you got dressed up?,1
what was your best costume that you ever wore?,1
"what city is this in, and who is the couple hosting the party?",1
do you like dressing up in costumes and going to a costume party with your friends?,1
what baseball team do you root for to win?,1
what types of sports does your family enjoy seeing live most?,1
who do you think we were rooting for?,1
do ou often go to to sports gaes with members of the family?,1
how many family members are seen her?,1
"what would you take pictures of in your town; the local hotels, gas stations, or maybe the whole city?",1
what is your favorite hotel you have ever been in?,1
were you visiting any place special?  how was the quality and customer service at the hotel you stayed at?,1
where do you think i am going tonight?,1
have you ever been able to see a full moon?,1
do you invite kids to your backyard bbq cookouts?,1
"do you like to cook out when it's warm, or do you prefer indoor meals?",1
what things were you grilling on the grill?,1
do you take your kids to others homes for birthday parties?,1
what is your favorite thing to cook on the grill?,1
what is your favorite way to celebrate a birthday?,1
what event is being held in the are?,1
when your kids have birthdays how do you like to celebrate them?,1
where is the girl going on her birthday?,1
does anyone know what beach they are walking on?,1
have you ever protested before if so why?,1
have you taken part in a protest and what was the protest for?,1
what does justice look like to you in cases like these?,1
what race of humans are the protest here demonstrating on behalf of?,1
how many people turned out for the rally?,1
when was the last time it snowed where you live?,1
what time of year is this?,1
what weather phenomenon is most prevalently shown here?,1
do you have any idea of where this building is located?,1
how about walking on a snowy road?,1
does anyone know what the statue represents?,1
in which continent are these locations photographs taken?,1
have you ever been close enough to a deer to pet it?,1
where is the coolest place you have traveled?,1
have you ever visited this type of ancient place?,1
what is the grossest thing that you have done at work?,1
what kind of artwork was being portrayed here?,1
how do you feel about working in a factory?,1
have you ever shopped at a market with all different accessories?,1
what are you tying to your feet right now?,1
did you perform anything on stage when you were younger?,1
have you ever seen a wedding quite like this one?,1
when did you last attend a wedding with friends?,1
whose was the last wedding that you attended lately ?,1
"""this wedding appears to be from some time ago, and the fashions were obviously different then. for those who got married during a different time period: what did your dress look like? how about your bridesmaids' dresses??",1
what they are doing in refridgerato?,1
have you ever given up on making something and played video games instead too?,1
what is your favorite video game you like to play?,1
does anyone know what they are watching on the television?,1
what would you cook for your friends to eat?,1
"does anyone else think that bride doesn't look super happy on her wedding day, or is it just me?",1
what was the last wedding that you attended?,1
how do you like to be a best man in your friends weddin?,1
what do you did right before your weddin?,1
what venue was used for the wedding?,1
where are the people skiing what season is it?,1
where would you live if you could choose?,1
how many people have gone skiing this winter?,1
how do you feel about living in the snow?,1
would you want to live here for a year?,1
share some love for these new graduates?,1
what exactly are these students here graduating from?,1
what gift would you buy for a graudate?,1
who came to your graduation ceremony when you finished school?,1
what type ceremony is taking place here?,1
when was the last time you were at a wedding?,1
where exactly is this wedding taking place?,1
what do you think is the age of the bride?,1
what type of musics do you like to listen to at wedding?,1
"do you want to be married, or are you already?",1
where was the bowling alley located and where was the mom?,1
when was the last time you went bowling?,1
what is your highest bowling score?,1
do you and your family go bowling?,1
do they have bowling specials?  what is your average?  did you get any strikes? did your daughter enjoy the day?,1
what park were you at?  is it a nice walk?  is there a place to eat or grill?  can you fish here?,1
do you think its safe to walk on secluded walking paths?,1
have you ever experienced things going backwards while traveling by train?,1
when was the last time you were in the city?,1
what exactly is the city being showcased in these pictures?,1
what was the best halloween house you've ever seen?,1
"was that a real working hearse, how did they get the hearse in the yard?",1
how do you celebrate halloween with the decorations?,1
do you paint pumpkins or carve pumpkins for halloween?,1
how would you like to carve the pumpkins?,1
what was the name of the city that you were visiting?,1
how many of you went to the market yesterday?,1
in what sort of commerce setting are most images here?,1
what is the name of the town shown in the pictures?,1
what is your favorite types of food to eat?,1
what were your plans for your future?,1
does anyone recognize the name of this university?,1
what did you graduate under when you went to school?,1
how about watching the graduated student of our family?,1
so many caps and gowns….but no masks??,1
what is the cutest baby that you have seen?,1
who is your favorite nfl team and who is their biggest rival?,1
who is your family favorite sport team?,1
how much do you think the baby had to drink?,1
gift and they are party oing and enjoyin?,1
where can you learn to draw with chalk like this?,1
what should be the topics of their artworks?,1
is the man an artist by trade or naturally talented?,1
do you think they decorated their own house with this artwork?,1
what is your favorite hobby and why do you feel that way?,1
do the leaves change color where you live?,1
do you have a favorite season or do you like all?,1
who would you want to take on a walk in the forest?,1
what is the coolest thing you have seen in nature?,1
does anyone know what kind of trees these are?,1
"do you guys enjoy lobster, if so how do you eat it?",1
who else is challenging their norms by visiting the new art display?,1
when was the last time you ate?,1
does anyone else find this whole scene a little strange?,1
what do you think about this art piece?,1
what kind of music did the performers do at the bar?,1
what types of music do you like to listen too ?,1
how about having fun on the weedend night?,1
do you like to visit new orleans?,1
what song would you want to play in a bar?,1
what kind of wine would you want to try most?,1
do you like to party it up on new years?,1
how many of you went to the party last night?,1
are you going to celebrate new year’s eve with a party this year?,1
what year do you think they are celebrating?,1
what do you think the temperature of the place is?,1
would you enjoy doing wildlife photography here?,1
does anyone know what kind of dog that is?,1
when was the last time you saw a seal?,1
how old do you think this otter is?,1
what was the conference for and who were the speakers?,1
what kind of award is the woman accepting in the picture?,1
why was this person given an award presentation and plaque in front of this red wall?,1
do you go to tradeshows and when was the last one you went to?,1
what do you think about the agenda of the meeting?,1
what do you think the engineers are trying to fix?,1
which color is shared by almost all objects shown?,1
how old is this group and what are they looking at on the sidewalk?,1
when was the last time that you flew a kite?,1
have you ever written your name in cement?,1
where is the city and is this a lesbian couple?,1
when was the last time you played a sport?,1
what is this series of pictures trying to tell? was it trying to tell a story at al?,1
the weather depicted makes it seem like which season is here?,1
what did these girls see in the big city?,1
what was your favorite part of the museum?,1
what type of aircraft was on exhibit?,1
have you ever been to an aviation museum like this before?,1
would you ever ride on an airplane with a fake pilot?,1
how do you like these engines?,1
what would you pack in your kids lunch box on their first day of school?,1
are the kids getting ready for the first day of school?,1
how did the first day of school turnout for the lucky children?,1
when was the last time you were outside?,1
what is the age of the people standing outside?,1
how do you like to work a lot of circuits?,1
"do you keep your computer cables neat and organized, or are they in a big mess?",1
is this computer room used to support a business?,1
do you have any idea of what all those wires are for?,1
what do you think about technology do you like it?,1
what would you order for dinner in this fancy place to eat?,1
do you prefer upscale and fancy restaurants to casual?,1
have you ever eaten at a 5 star restaurant?,1
what do you like to order when you go to restaurant?,1
what is the fanciest restaurant that you have been to?,1
what is your favorite memory about your graduation?,1
when did you last attend a graduation?,1
how many of you celebrated your graduation day like this?,1
what did you do when you finished schoo?,1
have you ever gone to an outdoor graduation?,1
what kind of float is that she's on?,1
what is your favorite activity when you have a party on the lake?,1
how about teaching kids how to swim?,1
"that looks fun, are those people playing in a lake?",1
when was the last time you went swimming with friends?,1
when have you last seen an honor guard?,1
have you ever been to a police graduation?,1
would you attend a conference that has such a large audienc?,1
does anyone recognize the speakers at the podium?,1
what is the reason for this gathering?,1
where were you at for this fourth of july celebration?,1
is this event occurring on the fourth of july or is it for a different holiday?,1
what are your favorite memories under fireworks?,1
why are the people gathered around in a forest for on this evening?,1
did any of you see the awesome fireworks show tonight?,1
"have you ever visited a historical district, what did you think of it if so?",1
when was the last time you walked in the snow?,1
was the old town that you visited really haunted?,1
have you ever visited the house of the seven gables in real life?,1
near what geographic feature are these photos likely set?,1
where would an event like this usually take place if not in a gymnasium?,1
what was your favorite trophy that you ever won?,1
what level of karate does the individual have with the black outfit on?,1
who took first place in the combat portion of the event?,1
is this a large-scale martial arts competition?,1
why are there no students at this college?,1
"do you like a house like this, what do you think about the landscape?",1
what is the best place you have traveled?,1
what is one building that you would like to see?,1
"is this a university, and if so, does anyone know the name of it?",1
what type of car is shown in the picture?,1
what is the coolest car that you have seen?,1
who is buying the most advanced cell phone out there?,1
does anyone know were this convention is being held ?,1
when was the last time you went to a convention hall and what was the convention for?,1
were you ever able to get your car out of the snow?,1
what did you do the last time you went to the park in sno?,1
who doesn't love playing in the snow?,1
where are the girls playing in the snow at during the snowfall?,1
"how would you handle this much snow, would you shovel your driveway, build a snowman, or clean off your car first?",1
is the restaurant next to the lighthouse?,1
"from lighthouses to cliffs, where would you take a selfie at the seashore?",1
have you ever gotten to go up in a lighthouse?,1
are lighthouses still in use today along rocky coastlines?,1
have you ever visited a lighthouse and where was that located at?,1
when did you attend your last graduation?,1
how about feeling proud about the kids?,1
was the last graduation you attended large or small and where was it?,1
what did you did after your graduation party?,1
have you seen a more beautiful graduation ceremony?,1
would you like to taste this wonderful product?,1
what kind of drink is  being manufacture?,1
do you enjoy the taste of whiskey?,1
what's your favorite type of alcohol to enjoy?,1
where's wine stored and what's the name we called that place?,1
how many of you went to the bar with your friend last night?,1
did they have an designated driver or take an uber?,1
which college do you think these people are?,1
do you have a favorite bar that you and your friends like to go to drink?,1
what kind of party are they having?,1
what city is this and was it cod that night?,1
when you see street food vendors do you buy lunch from them?,1
which city is being shown in the pictures?,1
have you ever stayed a night in a building like that?,1
which season do you think it is?,1
when was the last time you had to take care of an animal?,1
how many of you have different collections of hat?,1
what do you enjoy doing with your friends?,1
are people on the image lover of pig?,1
what's the event that people sitting in the long table?,1
what is displayed in the museum behind the glass?,1
where was the art show?  was this at a high school?  who were the artists? what was your favorite art work?,1
what event do people come here to learn about?,1
what type of pictures do you like to look a?,1
when was the last time you walked through a building?,1
what are you plans after school?  how large was the class that graduated?  are you going to miss it?,1
what is the name of the school people graduating from?,1
what is the mascot for your school?,1
what did you like to do during your graduation?,1
what event are the people in the photograph celebrating?,1
where do think this beautiful village is located?,1
anybody is there in this building?,1
"what a beautiful view, have you ever visited a place like this?",1
what kind of economy activities keep this castle town active?,1
would you take a trip to visit this old village?,1
what type of casserole do you think that is?,1
in which type of building is this gathering taking place?,1
can you guess what these people are gathered for?,1
how about having some nice food parties?,1
"which people present here, suggest that this is a daytime event?",1
do you wish you had more money to live in a bigger home?,1
what would you do if you lived next to a cree?,1
where is the little village next to the marsh located at?,1
when was the last time that your house flooded?,1
could you live in a house with this many trees in the water??,1
would you attend a horror themed party? what would you go as?,1
do you like to make over?,1
what would you dress up as if you go to this party?,1
does anyone know what the guy with the nintendo controller on his shirt is supposed to be?,1
when was the last time you celebrated halloween?,1
have you ever had a dog and when?,1
who else is ready to get wild tonight?,1
how about going to trick or treat?,1
what would you like to go if you had the chance to dress u?,1
what did you go as in your last costume party?,1
was this xmas or thanksgiving or neither?,1
"how do you prefer to spend time with your family- just relaxing, or spending time at the dinner table?",1
how many family members are in the party?,1
what would you cook for your family coming over?,1
what are your favorite foods to make for your family?,1
when was the last time you sat in a crowd?,1
what is the woman at the front giving a lecture on?,1
what should people do before being allowed into this room?,1
what did this woman have to say?,1
which conventions does your work send you to?,1
where was the party and did they set a date?,1
do you enjoy going to parties held during the daytime or during the evening?,1
what do you think is the time of the day?,1
when was the last time you smiled?,1
what type of event are people here attending?,1
what are your favorite memories from road trips with your family?,1
who can guess our vacation destination?,1
how do you motivate your kids to pack for vacations?,1
what vehicles that the family travelling by?,1
where do you like to road trip to?,1
what do you think the place is?,1
what color was your cap and gown when you graduated from high school?,1
how long did the graduation ceremony last?,1
what high school did she graduate from?,1
is there anybody dont have the certificate ?,1
what did you do on president bush last day?,1
what activity is being shown here with these people?,1
when was the last time you attended a party?,1
who is the person that is leaving here?,1
what did you do during your groom party?,1
do you have any idea of what all the red hats are for?,1
what is your impression of truck drivers in the country?,1
have you ever driven a large diesel truck?,1
have you ever driven a truck for a living and when was that?,1
would you work in a factory setting like this?,1
what food would you like to eat around the holiday time?,1
what kind of beer did the couple drink?,1
what is your favorite place to hang out with friends?,1
what is your go-to order at your favorite restaraunt?,1
what is your favorite brewery to go to?,1
have you ever been outside while the moon was up?,1
who would you bring along to walk along the river?,1
what is your favorite season throughout the year?,1
"at night under a full moon, how green do you think this lush valley and trees are?",1
what other architecture exists in the city?,1
have you ever had to attend a speech?,1
do you think this takes place inside of a church?,1
who was your most favorite speaker during schoo?,1
why do you (or do you not) attend local municipal meetings or town halls?,1
what would you say if you are invited to a town hall?,1
are they waiting to see someone famous?,1
what is the purpose of the demonstration at this location?,1
when was the last time you saw a band?,1
have you ever visited the united kingdom?,1
what was the event celebrating and why were people protesting?,1
can you find anything more beautiful in nature than here?,1
"what would you like to take photos of, if you had the chance?",1
"how close up did you get to the seal, and did it notice you taking pictures?",1
will you post these images on twitter?,1
when was the last time that you saw a seal?,1
when was the last time you attended a garden?,1
what is the season called as when its time to flowering very beautifuly?,1
what type of music did you have at your wedding?,1
did they go on a honeymoon?,1
does anyone know what kind of flowers the yellow ones are?,1
is boston or sf going to win the game based on the scoreboard?,1
what would you do to handle this thrilling match?,1
how does everyone think the red sox are going to do this year?,1
what's your favorite stadium food to enjoy at a baseball game?,1
what is the game being played in the fiel?,1
what type so things do you collect?,1
are you interested in bisect animals?,1
where are the tusks being displayed at?,1
where in the world would animals with these types of tusks come from?,1
what is the coolest thing that you collect?,1
were you a cheerleader when you were in school?,1
peprallys! there's nothing like them. am i right?,1
what is your fondness memory of high school pep rallies?,1
do you remember the feeling of the school pep rally?,1
when was the last time you were on a basketball court?,1
what is your best card brand to drive around in?,1
what country are you cheering on at the rally?,1
which racing is going on ?,1
have you ever been to the cypress rally tournament?,1
does anyone know what country those flags are from?,1
how would you like to go shopping in the local market?,1
have you gone to street markets where food is offered for sale and where was that at?,1
which market stall would you visit to make dinner tonight?,1
when was the last time you went bicycling?,1
"what continent's specialties are on tap here, waiting to be sold?",1
what do you like to do when you go on hikes of stuff like tha?,1
what do you think the monkey is eating?,1
what kind of monkey is in the tree?,1
are people more like monkeys or are monkeys more like people?,1
what is the name of the place that the person is at?,1
when did you last see a horn?,1
which animal shell do you think it is?,1
in which type museum might these items be displayed?,1
do you think having ivory is cruelty?,1
are the objects in the pictures nails from an animal or some kind of shell?,1
would you get a tattoo like this?,1
what are your thought on these image?,1
have you ever gotten a henna tattoo?,1
why do you let another person draw on your arm?,1
how cute is the tattoo looking?,1
what kind of car did the bride and groom drive off in?,1
what type of venue is the setting for this wedding?,1
do you want to have an outdoor wedding or an indoor wedding?,1
where is the venue that this wedding is taking place?,1
when was the last time you were at a wedding?,1
what animal is in the pond in the first photo?,1
are these people on a group trip to a park?,1
what are your favorite places to visit when you want to be surrounded by nature?,1
when was the last time you saw a flower?,1
what season are people here visiting during?,1
i wonder who grew all of these seemingly perfect rose bushes?,1
if you have a green thumb what do you enjoy planting in your garden?,1
why was there a picture of a squirrel after all the pictures of flowers?,1
do you enjoy watching animals run past your garden or do you find them a nuisance?,1
what are your favorite flowers to grow in a garden?,1
what types of things do you guys do after church?,1
does anyone know what denomination this church is?,1
what were these group of people celebrating at church?,1
have you ever been to a wedding?,1
who would you bring to go to church with you?,1
how do you like to attend the wedding?,1
what did you do to get ready for your last wedding?,1
what color are the bridegrooms and bridesmaids suits and dresses?,1
where exactly are this bride and groom getting married?,1
how many of you recently got married like this?,1
when was the last time you went for a walk?,1
what sort of activities do you like to do with your friends?,1
what type of past time do people here enjoy?,1
what teams were playing and who won the game?,1
how was your time spent with family or friends?  what were you drinking?,1
is it fine to allow our kids to be involved in violent kind of sports or games?,1
do you guys like this little boy's costume?,1
what event or holiday might this boy be observing here?,1
is he having fun all by his self?,1
what do you think he is imagining right now?,1
what types of food would you serve at a halloween party with friends?,1
"do you think those are edible eyeballs and if so, how do you make them?",1
how do you feel about playing with some toys?,1
what did you make for your last party?,1
on which date might people gather for celebrations depicted here?,1
how about going on a protest?,1
would you support the police if they killed a person like oscar grant in your city?,1
what types of things would you protest for?,1
"have you ever protested before, if so for what?",1
have you ever attended a protest with friends?,1
what would you photograph if you looked for the unusual everyday stuff around you?,1
what is this person taking a picture while leaning against?,1
what are some of your favorite vacation memories?,1
what kind of food do they serve at this place?,1
what place do you think these images are located at?,1
can you tell me what type of flowers those are in the bouquet that the girl is holding?,1
did you ever catch the bridal bouquet thrown at a wedding?,1
how do you feel about attending a wedding?,1
what did you last wear to a wedding?,1
what kind of celebration is actually taking place here?,1
how do you feel about walking on the streets?,1
why are these people riding tricycles and walking outside as a large crowd of people on the grass?,1
what would you wear to a gathering like this?,1
when did you last join a parade?,1
do you dress up in costumes to go to events?,1
when was the late time that you went disney world or lan?,1
how do you like the decorations?,1
what kind of flowers are the yellow ones pictured there?,1
can anyone recommend what to eat at tony's restaurant?,1
did you go to disney land or disney world?,1
what do you think the special occasion was where all these adults and children got together to eat some food around a dining table?,1
do you know who makes a paper hat?,1
do you add decorations to your holiday celebrations?,1
why are the people here dressing up their children for?,1
what do you think about the paper hats?,1
who owns that bus and where are they taking it?,1
have you ever been on a tour bus with a rock star?,1
what type of vehicle is illuminated in these pictures?,1
have you ever travel in a rv before? how you did you like it?,1
what is the purpose of the shade?,1
what cities would you like to visit in the uk?,1
what are the sights that you see when you travel?,1
what type of museum is it?,1
why are these large lego blocks placed outside these large buildings near this waterway and large arch bridge?,1
where exactly is this city or town located?,1
how many times per week do you all visit the shopping mall for purchasing?,1
when was the last time you went shopping?,1
do you go to the mall where you live?,1
what is your favorite thing to do in a mal?,1
do you like to go to mall?,1
whee is the location near the train with the bike rack?,1
is there is having cycle parking are?,1
what do you think about riding your bike to work?,1
what city are the people biking in?,1
"how do you like to travel by bike; in a group, with your partner, or by yourself?",1
what do you think about my cute baby next to the pool?,1
what most likely owns the pool where the family gathering is held?,1
what are some of your most cherished summer memories?,1
don't you wish you can jump in the pool too?,1
do you think this family is celebrating a special event or just enjoying a nice day outside?,1
which year do you think the wedding took place?,1
what would you do at your dream wedding?,1
where was the wedding banquet held and how many people attended?,1
"""i've never seen a ritual in a wedding such as the one depicted in the third photo of this sequence -- can anybody tell me what the women are doing and why??",1
what was the last cultural wedding that you wend too?,1
"what do you think about this town, do you like having small shops to go to?",1
what would you want to buy from a christmas shop?,1
how do you enjoy the christmas time?,1
what town was this and did he buy anything?,1
"have you ever played with a dog in your street, if so how did you feel that?",1
how great is this teacher for all the people who have had the pleasure of having him?,1
what subject was the man speaking to the teenagers about?,1
did you have a mentor growing up?,1
how good was the professor’s class would you recommend it?,1
how many of you had a training program in your school days?,1
what animal is sitting on top of the building?,1
when was the last time you went downtown?,1
"what is your historic district like, do you have vintage buildings?",1
how would one enjoy riding a tricycle in the streets?,1
do you like walking down cobblestone streets?,1
can anyone tell me the name of the show these posters represent?,1
when was the last time you had a comic?,1
are these posters on the wall in japan?,1
who would you bring with you to japan?,1
which of these anime characters shown in these anime advertisements is most popular along this city street?,1
what has been your funniest moment at the party in this festive season?,1
what star wars character is the man in the last photograph dressed as?,1
who won best costume?  how was the party?  was there a lot of people?,1
when was the last time you wore a costume?,1
do you think you are ever to old to dress up for halloween?,1
how many houses did the kids go to?,1
what is it called when kids do the activity depicted here?,1
what did you go as for your last party?,1
were the kids tired after collecting candy that evening?,1
guess who they dressed as for halloween?,1
how long did the fair run for and what food did they serve?,1
what do you enjoy eating before you go out for a run?,1
the running room relay race was canceled because of rain--did anybody else not get their registrations fees refunded?,1
how about having a nice outdoor tent party?,1
have you ever been a runner in an event and where was it held?,1
"what musical piece do you think this large orchestra filled with virtuosos of the clarinet, flute, french horn and cello are playing?",1
did you play a wide array of music at this event?,1
how about having to go to a nice concert?,1
what other types of instruments are being played here?,1
did you ever have to play in a large band?,1
what is the best costume a friend or family member has worn to a halloween party you were at?,1
how did you celebrate with your friends last time you saw them?,1
what is your favorite costumes to wear for a party?,1
was there a costume content taking place?,1
who had the craziest costume and what was it?,1
do you go to live speech events often or do you prefer virtual?,1
what was the last speaker that you had listen too?,1
where was the last place that you gave a speech?,1
have you ever delivered a speech?,1
"i would like to know who this man is, anyone?",1
have you participated in any portest?,1
have you ever marched in a protest and what was the protest about?,1
what concerns do the people have over health how many are there?,1
when was the last time you attended a protest?,1
are protesters here allowed by law to protest and demonstrate in streets?,1
does anyone recognize the symbol on the decoration?,1
to whom will you give the red roses?,1
roses are red... i am loved. what is your favorite flower?,1
who bought the pretty flowers for you?,1
do you like roses in a vase?,1
how do you feel about gay people?,1
where was the gay pride demonstration held?,1
what cause are the protesters rallying for?,1
have you ever been in a protest where you walk with other activists and what were you protesting?,1
have you ever been to a protest? what happened?,1
who was the band that was playing?  what type of music does the band play?  was their a coverage charge to see the band?,1
have you ever played an instrument in a live band?,1
what kind of music does the band play?,1
which song is the guitar playing?,1
what band is playing tonight and how were they?,1
when was the last time you were at a dinner?,1
what was the special occasion?  did you enjoy your special meal?  what is your best recipe?,1
what kind of foods do you prepare by using an induction stove?,1
"how was your last office party, did you enjoy it?",1
what is on the table in the living room?,1
what was the last place you went to with birds and animal?,1
did the bird somehow get into this airport?,1
how do the airport employees get the birds out of the lounge area?,1
are the birds here show inside a building or outside of it?,1
what animal is perched on the structure?,1
why is that woman holding a candle in the picture?,1
how many people are living in the jungle?,1
have you ever traveled to a third world country?,1
which community are you from? do you live in the city or outside the city?,1
have you heard about this small villages customs?,1
can you draw or would you want to learn how to?,1
what material could be the art work shown here made with?,1
how about showing encouragement of kids artwork?,1
are you able to draw pictures or do they look nothing like the intended goal?,1
what is the coolest thing that you have drawn?,1
where was the last place you attended a parade?,1
